school,sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other,Gvg,Avgalc,Bum
0,1,0.2000000000000001,0,0,0,1.0,0.75,0.0,0.5,0.0,0,1,0,1,1,1,1,0,1.0,0.75,0.25,0.0,0.25,1.0,0.4,12,12,13,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,0.4736842105263157,0.125,0.3941605839416059
0,1,0.2000000000000001,0,0,0,0.5,0.5,0.0,0.5,0.0,0,0,0,0,1,1,1,0,0.75,0.75,0.75,0.0,0.0,0.5,0.0,13,12,13,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.5263157894736841,0.0,0.14598540145985403
0,1,0.0,0,0,1,0.75,0.5,0.0,0.5,0.0,0,1,0,0,1,1,1,0,0.75,0.25,0.25,0.0,0.0,0.0,0.0,15,16,17,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,0.8421052631578947,0.0,0.07299270072992703
0,1,0.0,0,1,0,0.75,1.0,0.0,0.5,0.0,0,1,0,1,1,1,1,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,12,12,13,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.4736842105263157,0.0,0.18248175182481755
0,1,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0,1,0,1,1,1,1,0,0.75,0.5,0.5,0.0,0.5,1.0,0.0,12,13,12,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0.5263157894736841,0.25,0.4014598540145986
0,1,0.0,0,1,0,1.0,0.75,0.3333333333333333,0.5,0.0,0,1,0,0,1,1,1,0,1.0,0.75,0.5,0.0,0.25,0.5,0.0,12,12,13,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,0.4736842105263157,0.125,0.21897810218978106
0,1,0.0,0,1,1,0.5,0.5,0.0,1.0,0.0,0,1,0,0,1,1,1,1,0.75,1.0,0.25,0.0,0.0,0.5,0.0,14,14,15,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0.6842105263157894,0.0,0.036496350364963515
0,1,0.2000000000000001,0,0,0,1.0,0.75,0.0,0.0,0.0,0,0,0,1,1,1,1,0,0.5,0.0,0.5,0.0,0.5,1.0,0.4,12,12,12,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.4736842105263157,0.25,0.5036496350364965
0,1,0.0,0,1,0,1.0,0.75,0.0,0.5,0.0,0,0,0,0,1,1,1,0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,12,13,14,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,0.5263157894736841,0.0,0.14598540145985403
0,1,0.0,0,1,0,1.0,1.0,0.0,0.0,0.0,0,1,1,0,1,1,1,0,1.0,0.75,0.25,0.0,0.0,1.0,0.0,11,12,12,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0.42105263157894735,0.0,0.2919708029197081
0,1,0.2000000000000001,0,0,0,1.0,0.5,0.0,0.5,0.0,0,0,0,1,1,1,1,0,0.75,1.0,0.0,0.0,0.5,1.0,0.0,12,13,14,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,0.5263157894736841,0.25,0.3284671532846716
